企業名,ティッカーシンボル,平均成長率,成長率20%超,最新営業利益率,営業利益率10%超,上場日,上場5年以内
ケイティケイ,3035,-0.018231677141639573,False,0.020518077758507277,False,2006-04-18,False
アルコニックス,3036,0.11074408675061224,False,0.046110366561432824,False,2008-03-14,False
神戸物産,3038,-0.09570726169105974,False,0.0665675793962032,False,2006-06-08,False
ソリトンシステムズ,3040,-0.04559194811303524,False,0.13689789064959598,True,2007-03-09,False
ビューティカダンホールディングス,3041,-0.05811776791826254,False,0.019398062984879456,False,2006-06-19,False
セキュアヴェイル,3042,0.058507495858391066,False,-0.03379585681819727,False,2006-06-26,False
カワサキ,3045,-0.04717057213615946,False,0.16243967570758763,True,2006-07-27,False
ジンズホールディングス,3046,-0.06290110182249915,False,0.06615800393098929,False,2008-09-05,False
ビックカメラ,3048,0.013593196272349672,False,0.017430967678650253,False,2001-02-21,False
ＤＣＭホールディングス,3050,-0.026527983256898646,False,0.06305930317666378,False,2001-01-04,False
ペッパーフードサービス,3053,0.31194316442202713,True,-0.0336601083156235,False,2006-09-21,False
ハイパー,3054,0.3024081135471538,True,0.010647802673861307,False,2006-09-28,False
三洋堂ホールディングス,3058,0.040996905955675476,False,-0.014557966985071101,False,2006-11-01,False
ヒラキ,3059,0.03735650426024969,False,0.010851098480906401,False,2006-11-14,False
ジェイグループホールディングス,3063,0.37743056443632766,True,-0.12885679961395036,False,2006-11-30,False
ＭｏｎｏｔａＲＯ,3064,-0.1474874134931948,False,0.12312907513587064,True,2006-12-06,False
ライフフーズ,3065,0.12455158586157022,False,-0.06004936550650209,False,2006-12-14,False
東京一番フーズ,3067,-0.17985262726461637,False,0.019172738327769796,False,2006-12-21,False
ＷＤＩ,3068,0.14881705769857856,False,0.031766946572208715,False,2006-12-22,False
ＪＦＬＡホールディングス,3069,0.02275025875527174,False,-0.0052217602713546165,False,2002-03-19,False
アマガサ,3070,0.3871627206417901,True,-0.6233286146392591,False,2007-02-07,False
ストリーム,3071,0.00995110120836836,False,0.006650801778413999,False,2007-02-20,False
ＤＤグループ,3073,0.41893849198780925,True,0.014487358461299829,False,2007-03-06,False
銚子丸,3075,-0.019120335485062163,False,0.034664846703696676,False,2007-03-07,False
あい　ホールディングス,3076,-0.023111241341242577,False,0.2034011552720062,True,2001-01-01,False
ホリイフードサービス,3077,0.3451458021556248,True,-0.08752942615936539,False,2007-04-19,False
ディーブイエックス,3079,-0.017199704493987,False,0.028231696156645735,False,2007-04-25,False
ジェーソン,3080,-0.03554941659396601,False,0.0294251470094879,False,2007-04-26,False
きちりホールディングス,3082,-0.04094502478183951,False,-0.007605582289028029,False,2008-09-05,False
シーズメン,3083,-0.11759504239072686,False,-0.04072698774462152,False,2007-08-07,False
Ｊ．フロント　リテイリング,3086,0.13015463764881488,False,0.052986134859138286,False,2000-01-04,False
ドトール・日レスホールディングス,3087,0.035246170338628056,False,0.02343454407869845,False,2001-01-04,False
マツキヨココカラ＆カンパニー,3088,-0.13406401233748289,False,0.06547195418224709,False,2001-01-04,False
テクノアルファ,3089,-0.18187721618603372,False,0.0449499606262182,False,2007-10-10,False
ブロンコビリー,3091,-0.08730286809515271,False,0.07033491390280888,False,2010-02-22,False
ＺＯＺＯ,3092,-0.11852782363757149,False,0.30763862765302064,True,2007-12-11,False
トレジャー・ファクトリー,3093,-0.11644050489620905,False,0.09091827109281013,False,2007-12-27,False
スーパーバリュー,3094,0.04320883480101145,False,-0.0238264963156802,False,2008-02-15,False
オーシャンシステム,3096,-0.07250106040965325,False,0.01452796845320567,False,2008-03-19,False
物語コーポレーション,3097,-0.14228425891161597,False,0.07809350412900709,False,2010-02-22,False
三越伊勢丹ホールディングス,3099,0.3934776004149721,True,0.060750050778917826,False,2001-01-01,False
東洋紡,3101,-0.05198867605672205,False,0.02516246958774358,False,2000-01-04,False
ユニチカ,3103,0.005937982941353466,False,0.011251293008427872,False,2000-01-04,False
富士紡ホールディングス,3104,0.009883376337204042,False,0.129390214765457,True,2001-01-01,False
日清紡ホールディングス,3105,-0.05397344143242736,False,0.023009510154080388,False,2000-01-04,False
倉敷紡績,3106,-0.014965471572501018,False,0.05651958676932296,False,2001-01-01,False
ダイワボウホールディングス,3107,0.03862373644322744,False,0.03091430859878883,False,2001-01-04,False
シキボウ,3109,0.005273753253164852,False,0.03214313989391181,False,2001-01-01,False
日東紡績,3110,-0.004742183119621601,False,0.055752950450707765,False,2000-01-04,False
オーミケンシ,3111,0.4366836462403083,True,-0.028827674567584883,False,2001-01-01,False
ＵＮＩＶＡ・Ｏａｋホールディングス,3113,0.3760223342344404,True,-0.3767861441944118,False,2005-09-29,False
トヨタ紡織,3116,-0.046629292233671626,False,0.029720031221244413,False,2001-01-04,False
マーチャント・バンカーズ,3121,-0.09223221371710304,False,0.08176969109329926,False,2000-04-04,False
サイボー,3123,-0.07982373125122404,False,0.10727694548544414,True,2001-01-17,False
シンデン・ハイテックス,3131,0.022705088532699518,False,0.05348847454747849,False,2015-03-25,False
マクニカホールディングス,3132,-0.19727904219105086,False,0.05989431272667919,False,2015-04-01,False
海帆,3133,1.0333519067259038,True,-0.2881516047331688,False,2015-04-17,False
Ｈａｍｅｅ,3134,-0.06892314057104303,False,0.09054847060253218,False,2015-04-20,False
マーケットエンタープライズ,3135,-0.1014809227606585,False,0.0062031311966999824,False,2015-06-18,False
ファンデリー,3137,0.06171310476960301,False,-0.10140849179725916,False,2015-06-25,False
富士山マガジンサービス,3138,-0.03494878718711373,False,0.06200447403881024,False,2015-07-08,False
ラクト・ジャパン,3139,-0.10571554728973653,False,0.02011310170785019,False,2015-08-28,False
ＢＲＵＮＯ,3140,0.12069799851388514,False,0.031775535493007614,False,2008-09-05,False
ウエルシアホールディングス,3141,-0.08782087471780715,False,0.03988541246095791,False,2004-09-21,False
オーウイル,3143,0.018564617315732446,False,0.03015019812822799,False,2008-11-07,False
クリエイトＳＤホールディングス,3148,-0.05670093713724681,False,0.04964786606573342,False,2005-12-22,False
グリムス,3150,-0.2088922114169964,False,0.11470242513243778,True,2009-03-13,False
バイタルケーエスケー・ホールディングス,3151,-0.008849956605229506,False,0.004262020242440131,False,2001-01-01,False
八洲電機,3153,0.05595710694062731,False,0.046441785992798953,False,2009-06-25,False
メディアスホールディングス,3154,-0.040863145016434434,False,0.007867576763483394,False,2007-12-28,False
レスター,3156,-0.06574070152044494,False,0.029608173604938323,False,2007-12-28,False
ジオリーブグループ,3157,-0.033964408122603006,False,0.018942046747789546,False,2007-12-26,False
丸善ＣＨＩホールディングス,3159,0.018172319178085,False,0.022230815027589043,False,2007-12-28,False
大光,3160,-0.01610848511469609,False,0.011755833559247456,False,2010-03-09,False
アゼアス,3161,0.03148540675723018,False,0.05855739635079202,False,2010-04-16,False
ＯＣＨＩホールディングス,3166,-0.0328907917700196,False,0.02552481122365132,False,2013-11-26,False
ＴＯＫＡＩホールディングス,3167,-0.051641530557867944,False,0.06481167731004822,False,2001-01-04,False
黒谷,3168,-0.18710428638533874,False,0.006298634071086501,False,2011-06-09,False
ミサワ,3169,-0.03265016126659074,False,0.005378040786592662,False,2011-12-22,False
ティーライフ,3172,-0.07695898983025022,False,0.06152931559783013,False,2012-03-07,False
Ｃｏｍｉｎｉｘ,3173,-0.058783534971806994,False,0.03285620212802828,False,2012-03-09,False
ハピネス・アンド・ディ,3174,0.12433654119190933,False,-0.0170138042536708,False,2012-06-22,False
エー・ピーホールディングス,3175,0.3879868504728315,True,-0.10097105410474645,False,2012-09-25,False
三洋貿易,3176,-0.14601984070255947,False,0.05498164152105882,False,2012-10-23,False
ありがとうサービス,3177,-0.032715380337889934,False,0.0665496273972919,False,2012-11-12,False
チムニー,3178,0.6391711482015413,True,-0.08270915657860196,False,2012-12-14,False
シュッピン,3179,-0.08178564754304414,False,0.05399322113081127,False,2012-12-20,False
ビューティガレージ,3180,-0.15815232474611485,False,0.051356120481368825,False,2013-02-14,False
買取王国,3181,-0.05586980952843449,False,0.06602326600703637,False,2013-02-14,False
オイシックス・ラ・大地,3182,-0.1410039765610949,False,0.029059873584774607,False,2013-04-19,False
ウイン・パートナーズ,3183,-0.02946995895216305,False,0.03486121623660441,False,2002-09-10,False
ＩＣＤＡホールディングス,3184,-0.03831890876059855,False,0.04501606030052942,False,2013-06-27,False
夢展望,3185,0.15950594154477715,False,-0.013875157336904843,False,2013-07-10,False
ネクステージ,3186,-0.1911016778826352,False,0.03470388207066784,False,2013-07-30,False
サンワカンパニー,3187,-0.1218928934269049,False,0.06793814729045108,False,2013-09-17,False
ＡＮＡＰ,3189,0.10605675973846355,False,-0.1756160635681977,False,2013-11-20,False
ホットマン,3190,-0.00868247178164531,False,0.01737524355058511,False,2014-03-20,False
ジョイフル本田,3191,0.005198299333071514,False,0.0858424880086647,False,2014-04-18,False
白鳩,3192,-0.06111490563943874,False,0.00902229535730046,False,2014-04-23,False
鳥貴族ホールディングス,3193,0.04713455790268295,False,0.042377389852225264,False,2014-07-10,False
ジェネレーションパス,3195,-0.05505625311900749,False,-0.00031765072833952687,False,2014-09-24,False
ホットランド,3196,-0.09275270196262875,False,0.05774558600189045,False,2014-09-30,False
すかいらーくホールディングス,3197,-0.060914966472037056,False,0.0329396247791202,False,2014-10-09,False
ＳＦＰホールディングス,3198,0.47888499640976234,True,-0.032939382596225565,False,2014-12-16,False
綿半ホールディングス,3199,-0.03262334170746054,False,0.0178929105950156,False,2014-12-24,False
日本毛織,3201,-0.025818670227746976,False,0.09705983418063914,False,2001-01-01,False
ダイトウボウ,3202,0.06517816262199434,False,0.05365624122881846,False,2001-01-01,False
トーア紡コーポレーション,3204,-0.08126949296461994,False,0.0390190106081294,False,2003-06-17,False
ダイドーリミテッド,3205,-0.020311134300796157,False,-0.017045857254234884,False,2001-01-01,False
ヨシックスホールディングス,3221,0.1871697861118495,False,0.04132009528929368,False,2014-12-24,False
ユナイテッド・スーパーマーケット・ホールディングス,3222,-0.007418142525079922,False,0.009008170003809846,False,2015-03-02,False
エスエルディー,3223,0.28937015821032674,True,-0.08400600306365927,False,2015-03-19,False
ゼネラル・オイスター,3224,0.04201885736647718,False,0.033805472148556615,False,2015-03-19,False
野村不動産ホールディングス,3231,0.016810284532692583,False,0.1521195598219127,True,2006-10-03,False
三重交通グループホールディングス,3232,0.0494644815865725,False,0.06845025739146085,False,2015-03-19,False
プロパスト,3236,0.06832581977439056,False,0.12780414688983263,True,2006-12-13,False
イントランス,3237,0.8099738214563393,True,-0.6957172255498698,False,2006-12-15,False
セントラル総合開発,3238,-0.07374019830466283,False,0.05063362652722518,False,2006-12-22,False
ウィル,3241,-0.11564485058621725,False,0.08639196675900276,False,2007-02-14,False
アーバネットコーポレーション,3242,0.029015289054579545,False,0.11990789961630598,True,2007-03-28,False
サムティ,3244,-0.1771139415181229,False,0.09832880297996577,False,2007-07-31,False
ディア・ライフ,3245,-0.08341892282343488,False,0.13992138473208746,True,2007-08-02,False
コーセーアールイー,3246,-0.020302912159455382,False,0.15921653141271874,True,2012-04-24,False
アールエイジ,3248,0.015237078979107052,False,0.159406106927028,True,2007-10-17,False
地主,3252,0.34184503680600103,True,0.19479697439630345,True,2014-12-26,False
プレサンスコーポレーション,3254,0.16601089663385707,False,0.15829050715698248,True,2007-12-20,False
グランディーズ,3261,0.04957990035747998,False,0.08522127358657171,False,2014-12-22,False
アスコット,3264,0.18318979042893913,False,0.10403154672339543,True,2008-08-05,False
ファンドクリエーショングループ,3266,-0.19723402649295263,False,0.0848851269649335,False,2007-12-28,False
フィル・カンパニー,3267,-0.09805392513414102,False,0.036021516825887535,False,2016-11-22,False
ＴＨＥグローバル社,3271,-0.09318756751910835,False,0.05203246977232979,False,2010-07-01,False
ハウスコム,3275,-0.024691713451662173,False,0.027810156709956953,False,2011-06-23,False
ＪＰＭＣ,3276,-0.0619824126237879,False,0.04492111514839912,False,2011-10-21,False
サンセイランディック,3277,-0.06427807268681884,False,0.09262636188694298,False,2011-12-13,False
エストラスト,3280,-0.007055798597389733,False,0.0870094116140598,False,2013-01-17,False
フージャースホールディングス,3284,0.024738997007998604,False,0.10627349090633907,True,2013-04-01,False
トラストホールディングス,3286,0.005702506879250779,False,0.04241764952206552,False,2013-07-01,False
オープンハウスグループ,3288,-0.20303749425908604,False,0.12392858759895654,True,2013-09-20,False
東急不動産ホールディングス,3289,-0.012601165774077586,False,0.10977038006195841,True,2013-10-01,False
飯田グループホールディングス,3291,-0.007987700544219897,False,0.07107618257146131,False,2011-03-18,False
アズマハウス,3293,-0.013986415326756116,False,0.08497472235256871,False,2013-12-17,False
イーグランド,3294,-0.07226059485034575,False,0.10255274765185182,True,2013-12-18,False
東武住販,3297,-0.03504032259617048,False,0.07161447099573914,False,2014-05-22,False
ムゲンエステート,3299,-0.09385661525115863,False,0.11496901626646011,True,2014-06-18,False
アンビション　ＤＸ　ホールディングス,3300,-0.08798825092430836,False,0.04424849260985818,False,2014-09-19,False
帝国繊維,3302,0.05001042950847279,False,0.09221779239783919,False,2001-01-01,False
日本製麻,3306,0.011262332003149966,False,0.04414499622453098,False,2001-01-05,False
日本コークス工業,3315,-0.11888725802124489,False,-0.0022635612597809974,False,2004-03-10,False
フライングガーデン,3317,-0.0021303496865343976,False,0.062054714139502566,False,2004-03-16,False
ゴルフダイジェスト・オンライン,3319,-0.13969026934396558,False,0.007187726729984863,False,2004-04-01,False
クロスプラス,3320,0.02214658650626744,False,0.029855457717228775,False,2004-04-14,False
ミタチ産業,3321,-0.07372564244107964,False,0.05756231556717286,False,2004-04-21,False
アルファグループ,3322,0.14521970452971777,False,0.04278625682524632,False,2004-04-27,False
レカム,3323,-0.08023692816866017,False,0.047335773680110306,False,2004-06-01,False
ランシステム,3326,0.24563805677461126,True,-0.1460502300386776,False,2004-06-18,False
ＢＥＥＮＯＳ,3328,-0.06980192495062665,False,0.13848898732619663,True,2004-07-09,False
東和フードサービス,3329,0.022658177730484803,False,0.05666022992490263,False,2004-07-14,False
あさひ,3333,-0.03821606176073052,False,0.06291372288400124,False,2005-12-14,False
日本調剤,3341,-0.050038519146447046,False,0.02421182313177028,False,2004-09-17,False
トラスト,3347,-0.1547876140559267,False,0.0693577143537176,False,2004-11-10,False
コスモス薬品,3349,-0.06118431876082242,False,0.0364010018158819,False,2004-11-11,False
メタプラネット,3350,0.4431535259424218,True,-1.7890327290517634,False,2004-11-16,False
バッファロー,3352,-0.05638657383984821,False,0.04866827669995542,False,2004-11-26,False
メディカル一光グループ,3353,-0.018105324348138125,False,0.027588090459978905,False,2004-11-26,False
クリヤマホールディングス,3355,-0.11025106611858977,False,0.05540622764586771,False,2004-12-09,False
ワイエスフード,3358,0.018134509315332597,False,-0.023384749198599918,False,2005-02-09,False
ｃｏｔｔａ,3359,-0.025900120641023355,False,0.09260608846184425,False,2013-09-17,False
シップヘルスケアホールディングス,3360,-0.053443839664255956,False,0.03695361576836716,False,2005-02-22,False
トーエル,3361,-0.05957992355946895,False,0.07680146346386722,False,2010-02-22,False
フジタコーポレーション,3370,0.035217698311076795,False,0.010169589322837251,False,2005-04-20,False
ソフトクリエイトホールディングス,3371,-0.0001815920579358865,False,0.1782219542238096,True,2008-09-05,False
関門海,3372,0.10931773855363695,False,0.013005271322395769,False,2005-06-02,False
内外テック,3374,-0.18918937183230725,False,0.05187904087093329,False,2005-06-14,False
ＺＯＡ,3375,-0.04451327556354016,False,0.05530901280008406,False,2005-06-17,False
バイク王＆カンパニー,3377,-0.11759341610786866,False,-0.005022433447358861,False,2006-08-21,False
セブン＆アイ・ホールディングス,3382,-0.14931410980436532,False,0.04288477256783376,False,2000-01-04,False
コスモ・バイオ,3386,-0.044763377254680936,False,0.055674518201284794,False,2005-09-27,False
クリエイト・レストランツ・ホールディングス,3387,0.16156471560144678,False,0.042988836265223276,False,2005-09-28,False
明治電機工業,3388,0.052134441440563485,False,0.038401049772979604,False,2005-10-05,False
ツルハホールディングス,3391,-0.04575296381088856,False,0.046981740662358426,False,2001-02-22,False
デリカフーズホールディングス,3392,-0.03286144475355587,False,0.013268904431925837,False,2005-12-06,False
スターティアホールディングス,3393,-0.13612851218990285,False,0.08618605890192096,False,2005-12-20,False
サンマルクホールディングス,3395,0.10449783689473424,False,0.004143702248688397,False,2002-04-10,False
フェリシモ,3396,-0.03473703618839127,False,0.013712686567164178,False,2006-02-08,False
トリドールホールディングス,3397,-0.04858734514904935,False,0.05211342395921835,False,2006-02-16,False
丸千代山岡家,3399,-0.18068115632964368,False,0.07789459524175463,False,2006-02-17,False
帝人,3401,-0.055693533860786903,False,0.012626245274851264,False,2000-01-04,False
東レ,3402,-0.04978334341870028,False,0.043787284128661126,False,2000-01-04,False
クラレ,3405,-0.11283655608085648,False,0.09664787729627704,False,2000-01-04,False
旭化成,3407,-0.073315544302893,False,0.04707599711716734,False,2000-01-04,False
北日本紡績,3409,-0.19998840699039042,False,-0.13044149142481323,False,2000-06-12,False
ＴＯＫＹＯ　ＢＡＳＥ,3415,-0.07872810431082285,False,0.044091838182625645,False,2015-09-02,False
ピクスタ,3416,0.0018987197824304654,False,0.12783911133455064,True,2015-09-14,False
大木ヘルスケアホールディングス,3417,-0.02965519564611674,False,0.006779549672354612,False,2000-01-04,False
バルニバービ,3418,-0.09147689023285188,False,0.086888121673887,False,2016-01-20,False
ケー・エフ・シー,3420,0.08062174629518533,False,0.05646762409335264,False,2000-04-14,False
稲葉製作所,3421,-0.06124335457815988,False,0.06585056484468753,False,2001-01-04,False
Ｊ－ＭＡＸ,3422,-0.02078807618797403,False,0.05370922148368859,False,2021-03-12,True
エスイー,3423,-0.035117368064264055,False,0.052514034347361745,False,2000-01-04,False
アトムリビンテック,3426,0.0008212935299257337,False,0.03593458956510335,False,2000-09-05,False
宮地エンジニアリンググループ,3431,0.023406793954025524,False,0.08507108611622621,False,2003-09-29,False
トーカロ,3433,-0.07622671414128761,False,0.21942505815885677,True,2003-12-19,False
アルファＣｏ,3434,0.0016175503745822957,False,0.00955758404630896,False,2004-04-05,False
サンコーテクノ,3435,-0.034149985727041865,False,0.09603328092985945,False,2005-06-22,False
ＳＵＭＣＯ,3436,-0.11184119984316832,False,0.1715754059834578,True,2003-08-15,False
特殊電極,3437,0.04447450498474544,False,0.08342326208625428,False,2006-06-14,False
三ツ知,3439,0.001113238930842697,False,-0.002509753870484912,False,2007-07-25,False
日創プロニティ,3440,-0.09238028850706725,False,0.02490957692487912,False,2019-07-17,True
山王,3441,-0.057588870090682996,False,0.02150346719986164,False,2007-10-25,False
川田テクノロジーズ,3443,0.03060511301561168,False,0.042562200430194944,False,2001-01-01,False
菊池製作所,3444,0.025536705366517864,False,-0.12386616604350398,False,2011-10-28,False
ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,3445,-0.2021511997473099,False,0.2292063981102109,True,2015-03-24,False
ジェイテックコーポレーション,3446,-0.3968790201087312,False,0.1606979760267243,True,2018-03-01,False
信和,3447,0.06103201715056217,False,0.10176282333629415,True,2018-03-20,False
テクノフレックス,3449,-0.03884388794639171,False,0.06979684505081286,False,2019-12-10,True
ビーロット,3452,0.12765443312987867,False,0.23390046788600596,True,2014-12-15,False
ファーストブラザーズ,3454,0.031925994257535395,False,0.20036408630225763,True,2015-02-18,False
Ａｎｄ　Ｄｏホールディングス,3457,-0.12644469544048706,False,0.06409428479173393,False,2015-03-25,False
シーアールイー,3458,-0.05765548741847729,False,0.13704250464924558,True,2015-04-21,False
パルマ,3461,0.24648905440354799,True,0.07139498382667463,False,2015-08-11,False
ケイアイスター不動産,3465,-0.20598965961368645,False,0.07933466101972053,False,2015-12-24,False
アグレ都市デザイン,3467,-0.11082231278613437,False,0.07986128089635883,False,2016-03-18,False
デュアルタップ,3469,-0.0005610874717008052,False,0.035602001387501934,False,2016-07-21,False
Ｇ－ＦＡＣＴＯＲＹ,3474,-0.04849156945325243,False,0.04532548949547845,False,2016-09-30,False
グッドコムアセット,3475,0.14281725599033437,False,0.09648439923969228,False,2016-12-08,False
フォーライフ,3477,-0.11957835168503413,False,0.027512576147312628,False,2016-12-26,False
ティーケーピー,3479,0.03663635700658674,False,0.07078647235862506,False,2017-03-28,False
ジェイ・エス・ビー,3480,-0.09003361126046006,False,0.11268531773441243,True,2017-07-21,False
ロードスターキャピタル,3482,-0.15717810291060266,False,0.28716145652022557,True,2017-09-28,False
テンポイノベーション,3484,-0.08504608382365486,False,0.09274205950207193,False,2017-10-25,False
グローバル・リンク・マネジメント,3486,-0.1609623256517012,False,0.11117466644216555,True,2017-12-13,False
フェイスネットワーク,3489,-0.058041843982568696,False,0.12008938060664602,True,2018-03-16,False
アズ企画設計,3490,-0.15333512799758323,False,0.052832578077315374,False,2018-03-29,False
ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,3491,-0.24130481350818975,False,0.015083840787741993,False,2018-07-25,False
マリオン,3494,0.2228964414905117,True,0.1362831707137279,True,2018-09-13,False
香陵住販,3495,-0.0680870987292405,False,0.0919029288738825,False,2018-09-13,False
アズーム,3496,-0.2274931173938577,False,0.1549952530335563,True,2018-09-20,False
ＬｅＴｅｃｈ,3497,0.19553191838805276,False,0.0870883858032202,False,2018-10-23,False
霞ヶ関キャピタル,3498,-0.3981486763730704,False,0.11916311484720661,True,2018-11-28,False
住江織物,3501,-0.004912200258428904,False,0.013740667313451723,False,2001-01-01,False
日本フエルト,3512,0.015531549527350067,False,0.07928187999614607,False,2001-01-01,False
イチカワ,3513,-0.03513849217866327,False,0.05995203836930456,False,2001-01-04,False
エコナックホールディングス,3521,0.3814018781020965,True,-0.0002870284456557108,False,2001-01-01,False
日東製網,3524,-0.016001732885380204,False,0.01428296008825926,False,2001-01-01,False
芦森工業,3526,-0.029790799876166063,False,0.03280811898086066,False,2001-01-01,False
アツギ,3529,0.003918023969497327,False,-0.10393600936448325,False,2001-01-04,False
アクサスホールディングス,3536,0.04128547337985015,False,0.01655832133621981,False,2004-08-06,False
昭栄薬品,3537,-0.09708578343779546,False,0.019903552679073677,False,2016-03-16,False
ウイルプラスホールディングス,3538,-0.07098453165551177,False,0.04232749470568001,False,2016-03-24,False
ＪＭホールディングス,3539,-0.0635204939854996,False,0.0467848722668992,False,2016-04-21,False
歯愛メディカル,3540,-0.06393569577882881,False,0.06552993775751731,False,2016-06-17,False
農業総合研究所,3541,-0.14969136726778906,False,0.006367342184749171,False,2016-06-16,False
ベガコーポレーション,3542,-0.052766324919051345,False,0.01993133500936523,False,2016-06-28,False
コメダホールディングス,3543,-0.05709755420654391,False,0.21207315783909506,True,2016-06-29,False
サツドラホールディングス,3544,0.008193953274493496,False,0.003417885026462889,False,2003-10-22,False
アレンザホールディングス,3546,-0.02343693744235727,False,0.03618851003076593,False,2006-12-20,False
串カツ田中ホールディングス,3547,-0.006870629911723418,False,0.05425428287755707,False,2016-09-14,False
バロックジャパンリミテッド,3548,0.05424110708895776,False,0.036555521566228204,False,2016-10-31,False
クスリのアオキホールディングス,3549,-0.0734802637185803,False,0.040374900362653544,False,2006-02-17,False
スタジオアタオ,3550,0.03893927519904165,False,-0.06923339460166508,False,2016-11-29,False
ダイニック,3551,-0.0007984307441557906,False,0.01817834656165449,False,2001-01-01,False
共和レザー,3553,-0.018249369465172416,False,0.005306603773584905,False,2001-01-01,False
リネットジャパングループ,3556,-0.14622891325956489,False,0.006670267245762317,False,2016-12-20,False
ユナイテッド＆コレクティブ,3557,0.37593236503540234,True,-0.20415496947530726,False,2017-02-24,False
ジェイドグループ,3558,-0.06037885168480306,False,0.09472508101929164,False,2017-03-07,False
ピーバンドットコム,3559,0.0202818412047359,False,0.09079142810209216,False,2017-03-09,False
ほぼ日,3560,-0.07917913527918614,False,0.08648200815907019,False,2017-03-17,False
力の源ホールディングス,3561,0.11841749653044675,False,0.08735010285012454,False,2017-03-22,False
Ｎｏ．１,3562,-0.11957195437815786,False,0.08643576173590319,False,2017-03-30,False
ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,3563,-0.12019526192909054,False,0.03645769469124797,False,2017-03-31,False
アセンテック,3565,-0.012108965645585279,False,0.0975339230726361,False,2017-04-26,False
ユニフォームネクスト,3566,-0.12376285703788192,False,0.0668057637218583,False,2017-07-20,False
セーレン,3569,-0.0176951777917647,False,0.09693723368891843,False,2001-01-04,False
ソトー,3571,0.08533025887933172,False,-0.05571229728694158,False,2001-01-04,False
東海染工,3577,0.04184242405181534,False,0.003971908452882572,False,2001-01-01,False
小松マテーレ,3580,0.01956830353407535,False,0.045290366273491735,False,2001-01-04,False
オーベクス,3583,-0.006597384243157256,False,0.11723409379103782,True,2001-01-01,False
ワコールホールディングス,3591,0.007992532706282232,False,-0.018505556969542716,False,2001-01-01,False
ホギメディカル,3593,-0.01467393279812305,False,0.17021112849849926,True,2001-01-01,False
自重堂,3597,0.014289980626657465,False,0.17407988651732687,True,2001-01-04,False
山喜,3598,0.13334472718459148,False,-0.008896452754753162,False,2000-04-17,False
フジックス,3600,0.01914748227719439,False,-0.036275219569980525,False,2000-04-05,False
川本産業,3604,-0.05718850166642094,False,0.02276592281380153,False,2003-06-19,False
クラウディアホールディングス,3607,-0.08592872489442382,False,0.04804011332146978,False,2005-03-31,False
ＴＳＩホールディングス,3608,0.04413333282689184,False,0.01507872792251515,False,2011-06-01,False
マツオカコーポレーション,3611,-0.02380927302976928,False,0.0010831820064353755,False,2017-12-13,False
ワールド,3612,0.054130176984657496,False,0.05425072113365011,False,2018-09-28,False
ネットイヤーグループ,3622,0.1575620439673784,False,0.07174053035715015,False,2008-03-06,False
ビリングシステム,3623,-0.08607176979719193,False,0.12320531946364402,True,2008-03-19,False
アクセルマーク,3624,0.09608815132919624,False,-0.04609908080650312,False,2008-03-18,False
テックファームホールディングス,3625,0.03184574369702494,False,0.030024872121388154,False,2008-03-28,False
ＴＩＳ,3626,-0.04401909827105758,False,0.12259834775767113,True,2001-01-01,False
テクミラホールディングス,3627,0.08846331972859704,False,0.02085394237314051,False,2008-05-26,False
データホライゾン,3628,-0.12427242482651435,False,-0.11302569060447788,False,2008-09-19,False
グリー,3632,-0.0572809638429278,False,0.1656680805938494,True,2008-12-17,False
ＧＭＯペパボ,3633,0.007009163334749251,False,-0.03127304283132702,False,2008-12-19,False
ソケッツ,3634,0.08385095560610607,False,-0.030286212398616143,False,2009-04-02,False
コーエーテクモホールディングス,3635,-0.17867776183088693,False,0.49903719856663736,True,2001-01-04,False
三菱総合研究所,3636,-0.08949299699860629,False,0.07114783092871296,False,2009-09-14,False
ボルテージ,3639,0.16697195044791155,False,-0.019926897988825663,False,2010-06-11,False
電算,3640,-0.058036500610349706,False,0.1406027440591337,True,2010-06-24,False
パピレス,3641,0.08049250028337429,False,0.022817566842048748,False,2010-06-23,False
メディカルネット,3645,-0.12925369600142292,False,0.08435103089508061,False,2010-12-21,False
駅探,3646,0.015390625857066373,False,0.03277673548892185,False,2011-03-03,False
ジー・スリーホールディングス,3647,0.6644407873780965,True,-0.21526189184727496,False,2011-03-01,False
ＡＧＳ,3648,-0.0178502341677164,False,0.04148472527791771,False,2011-03-11,False
ファインデックス,3649,-0.07504592033834223,False,0.28826009031662825,True,2011-03-23,False
ディジタルメディアプロフェッショナル,3652,-0.1202616750257135,False,0.011652754044593887,False,2011-06-23,False
モルフォ,3653,-0.032559134818971436,False,-0.10252699674364957,False,2011-07-21,False
ブレインパッド,3655,-0.12143105201259556,False,0.06946880047618183,False,2011-09-22,False
ＫＬａｂ,3656,0.47051153941211643,True,-0.11371404977570838,False,2011-09-27,False
ポールトゥウィンホールディングス,3657,-0.17062982317171158,False,0.008609638213288386,False,2011-10-26,False
ネクソン,3659,-0.1069753618973958,False,0.31827823392133336,True,2011-12-14,False
アイスタイル,3660,-0.10357116802453077,False,0.019072044765679644,False,2012-03-08,False
